course_name,description,prerequisites,corequisites,,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MTLE-4910']",[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MTLE-4910']",[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MTLE-4910']",[],,,,,,,,,,
READINGS IN MTSE,,,,,,,,,,,,,
NANOSCALE X-RAY SCATTERING,,[],[],,,,,,,,,,
NANOSTRUCTURED MATERIALS,,,,,,,,,,,,,
ADV KINETICS OF MATL REACTIONS,"Diffusion and phase transformations: solutions to the diffusion equation, moving boundaries, concentration-dependent diffusion coefficient, interdiffusion, nucleation, crystal growth from the vapor and solution, solidification. Precipitation: general, cellular, and G-P zones. Allotropic and martensitic transformations. Grain growth. Sintering.","['MTLE-4100', 'MTLE-6030']",[],,,,,,,,,,
ADVANCED ELECTRONIC PROPERTIES,"Review of essential electromagnetic theory and quantum mechanics, including exact models and approximate methods. Application to behavior of electrons in solids including electronic band structure, charge carrier statistics and charge transport in metals, semiconductors, and insulators. Dielectric, optical, and magnetic properties. Solid-vacuum, solid-liquid, and solid-solid interfaces. Applications to semiconductor, optoelectronic, and magnetic devices.",[],[],,,,,,,,,,
IC FABRICATION LAB,"Theory and practice of IC fabrication in a research laboratory environment. Test chips are fabricated and the resulting devices and circuits evaluated. Processes and fabrication equipment studied and used include oxidation/diffusion, CVD reactors, photolithography, plasma etching, vacuum evaporator, ion implantation, etc. Instruments used in process monitoring and final testing include thin film profilometer, ellipsometer, resistivity probe, scanning electron microscope, capacitance-voltage system, etc. The fundamentals of hazardous material handling and clean room procedures are studied.",['ECSE-4250'],[],,,,,,,,,,
IC FABRICATION LAB,"Theory and practice of IC fabrication in a research laboratory environment. Test chips are fabricated and the resulting devices and circuits evaluated. Processes and fabrication equipment studied and used include oxidation/diffusion, CVD reactors, photolithography, plasma etching, vacuum evaporator, ion implantation, etc. Instruments used in process monitoring and final testing include thin film profilometer, ellipsometer, resistivity probe, scanning electron microscope, capacitance-voltage system, etc. The fundamentals of hazardous material handling and clean room procedures are studied.",['ECSE-4250'],[],,,,,,,,,,
THIN FILMS,"Introduction into thin film deposition technologies that are essential in industry. Practical technical aspects and fundamental growth processes are discussed. The course covers: evaporation techniques, sputter deposition, plasma and ion-beam processing, chemical vapor deposition, molecular beam epitaxy, surface science, nucleation and growth, epitaxy, texture evolution, nanostructure formation, stress.",[],[],,,,,,,,,,
NANOSTRUCTURED MATERIALS,"The course introduces students to the building blocks of nanostructured materials, material behavior when they are assembled, and the technological implications of these materials, with emphasis on new developments in this field and future perspectives. Lectures by the instructor and other faculty experts on various aspects of nanomaterials are followed by student lectures in areas of their own particular interest. These lectures then become the basis for students to create video presentations for broader dissemination.",[],[],,,,,,,,,,
GRADUATE SEMINAR,,[],[],,,,,,,,,,
READINGS IN MATERIALS ENGR,,[],[],,,,,,,,,,
NANOSCALE X-RAY SCATTERING,,[],[],,,,,,,,,,
POLYMER PHYSICS,,,,,,,,,,,,,
INTRO TO GLASS SCIENCE,,,,,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
INTRO TO PHILOSOPHY,"An introduction to the major areas of philosophy (ethics, theory of knowledge, philosophy of religion, etc.) and to some of the main problems treated within these fields. Selections from contemporary as well as classical authors are studied and discussed. Students are encouraged to develop a disciplined approach to intellectual problems. Emphasis varies with the instructor.",[],[],,,,,,,,,,
INTRO TO PHILOSOPHY,"An introduction to the major areas of philosophy (ethics, theory of knowledge, philosophy of religion, etc.) and to some of the main problems treated within these fields. Selections from contemporary as well as classical authors are studied and discussed. Students are encouraged to develop a disciplined approach to intellectual problems. Emphasis varies with the instructor.",[],[],,,,,,,,,,
CRITICAL THINKING,"This course provides tools for the identification, analysis, and evaluation of the various patterns of reasoning as they occur in the real world. Patterns of reasoning include deductive reasoning, inductive reasoning, scientific reasoning, statistical reasoning, and causal reasoning. The course also covers some basic psychology and sociology of reasoning and belief and concludes with a critical discussion of science and the scientific method.",[],[],,,,,,,,,,
CRITICAL THINKING,"This course provides tools for the identification, analysis, and evaluation of the various patterns of reasoning as they occur in the real world. Patterns of reasoning include deductive reasoning, inductive reasoning, scientific reasoning, statistical reasoning, and causal reasoning. The course also covers some basic psychology and sociology of reasoning and belief and concludes with a critical discussion of science and the scientific method.",[],[],,,,,,,,,,
INTRODUCTION TO LOGIC,"Introduction to first-order logic as a tool to be used in engineering, computer science, philosophy, etc., and as procedural knowledge helpful in puzzle-solving environments (e.g., standardized tests). A hands-on laboratory component is included.",[],[],,,,,,,,,,
PHILOSOPHY STUDIES,Independent study of a particular topic.,[],[],,,,,,,,,,
ETHICS OF AI,Experimental courses on subjects to be announced in advance.,[],[],,,,,,,,,,
PHILOSOPHY OF SCIENCE,"How does science stimulate philosophical thinking and how has philosophy influenced science? This broad range of interaction is studied with special attention given to the concepts of theory, observation, and scientific method. Special attention is given to issues basic to psychology, in particular, reductionism, behaviorism, functionalism, and cognitivism.",[],[],,,,,,,,,,
COMPUTABILITY AND LOGIC,"A team-based, project-oriented, hands-on introduction to the great concepts and discoveries in logic and computability, including Turing Machines, first-order logic, the limitations of computing machines, Godel's incompleteness results, and so forth. A hands-on laboratory component is included.",['PHIL-2140'],[],,,,,,,,,,
BIOETHICS,"This course involves a philosophical analysis of some of the basic moral issues raised by recent and anticipated developments in the areas of biology and medicine. The general question ""What are moral problems, and how does one resolve them?"" is examined in the context of concrete cases involving issues such as abortion, euthanasia, organ transplants, experimentation on human patients, cloning, genetic engineering, and behavior control and modification.","['STSS-2510', 'STSS-2520', 'STSS-2700', 'STSH-2500', 'PHIL-1110', 'IHSS-1160', 'IHSS-1150', 'PHIL-4240']",[],,,,,,,,,,
BIOETHICS,"This course involves a philosophical analysis of some of the basic moral issues raised by recent and anticipated developments in the areas of biology and medicine. The general question ""What are moral problems, and how does one resolve them?"" is examined in the context of concrete cases involving issues such as abortion, euthanasia, organ transplants, experimentation on human patients, cloning, genetic engineering, and behavior control and modification.","['STSS-2510', 'STSS-2520', 'STSS-2700', 'STSH-2500', 'PHIL-1110', 'IHSS-1160', 'IHSS-1150', 'PHIL-4240']",[],,,,,,,,,,
READINGS IN PHIL,Experimental courses on subjects to be announced in advance.,[],[],,,,,,,,,,
GENERAL PHYSICS,"A one semester calculus-based overview of physics fundamentals with an emphasis on applications. Mechanics, including equilibrium and statics, fluids, oscillations, and waves. Basics of thermodynamics and heat flow. Electrical circuits. Electromagnetic radiation and optics. Recommended for all students who intend to take only one semester of physics. Credit cannot be obtained for both Physics 1050 and Physics 1100.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
PHYSICS I,"The first semester of a two-semester sequence of interactive courses. Topics include linear and angular kinematics and dynamics, work and energy, momentum and collisions, forces and fields, gravitation, oscillatory motion, waves, sound, and interference.",[],['MATH-1010'],,,,,,,,,,
