course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites
MATH MODELS OF OPERATIONS,LEC,4,TF,10:00AM,11:50AM,Mitchell,,60,54,6,MATP,2020-08-28,2020-12-21,FALL 2020,25655,4700,01,MATP-4700,Mathematical Models of Operations Research,"Introduction to deterministic models of operations research including linear programming formulations, the simplex algorithm, degeneracy, geometry of convex polyhedra, duality theory, and sensitivity analysis. Special linear programming models for assignment, transportation, and network problems. Integer programming formulations along with branch and bound solution. Dynamic programming.",Prerequisite: MATH 2010.,Fall term annually.,['MATH-2010'],[]
DATA ANALYTICS RESEARCH,LEC,4,W,9:00AM,11:50AM,Bennett,,30,20,10,MATP,2020-08-28,2020-12-21,FALL 2020,30154,4910,01,MATP-4910,Data Analytics Research,"This course focuses on applied data analytics research on real-world open problems. Students will conduct a semester long, team based, hands-on data analytics project. A data set will be selected at the start of the semester. Students will also be instructed in the process of project objective setting, planning, execution, and management. Students will be guided via classroom demonstrations and individualized team coaching by the instructors in the employment of visualization, analytics, and modeling methods.",MATP 4400 or CSCI 4100/6100 or ECSC 6610 or ITWS 4600/6600 or ISYE 6180 or BIOL 4200 permission of the instructor.,Spring and summer terms annually.,"['MATP-4400', 'CSCI-4100', 'ECSC-6610', 'ITWS-4600', 'ISYE-6180', 'BIOL-4200']","['MATP-4400', 'CSCI-4100', 'ECSC-6610', 'ITWS-4600', 'ISYE-6180', 'BIOL-4200']"
DATA ANALYTICS RESEARCH,REC,4,R,9:00AM,9:50AM,Staff,,30,20,10,MATP,2020-08-28,2020-12-21,FALL 2020,30154,4910,01,MATP-4910,Data Analytics Research,"This course focuses on applied data analytics research on real-world open problems. Students will conduct a semester long, team based, hands-on data analytics project. A data set will be selected at the start of the semester. Students will also be instructed in the process of project objective setting, planning, execution, and management. Students will be guided via classroom demonstrations and individualized team coaching by the instructors in the employment of visualization, analytics, and modeling methods.",MATP 4400 or CSCI 4100/6100 or ECSC 6610 or ITWS 4600/6600 or ISYE 6180 or BIOL 4200 permission of the instructor.,Spring and summer terms annually.,"['MATP-4400', 'CSCI-4100', 'ECSC-6610', 'ITWS-4600', 'ISYE-6180', 'BIOL-4200']","['MATP-4400', 'CSCI-4100', 'ECSC-6610', 'ITWS-4600', 'ISYE-6180', 'BIOL-4200']"
INTRODUCTION TO OPTIMIZATION,LEC,4,TF,10:00AM,11:50AM,Lai,,20,8,12,MATP,2020-08-28,2020-12-21,FALL 2020,25656,6600,01,MATP-6600,Introduction to Optimization,"Coverage of several areas of interest in optimization, with proofs of some major results. Convex sets and functions. Optimality conditions in nonlinear optimization. Lagrangian duality. Linear, quadratic, and conic optimization. Convex relaxations of integer optimization problems. Stochastic optimization.",MATH 2010 and MATH 4090 or equivalent or permission of instructor.,Fall term annually.,"['MATH-2010', 'MATH-4090']","['MATH-2010', 'MATH-4090']"
STOCHASTIC OPT & REINFO LEARN,LEC,4,TF,12:00PM,1:50PM,Xu,,30,12,18,MATP,2020-08-28,2020-12-21,FALL 2020,30334,6960,01,MATP-6960,Topics in Optimization,"Advanced methods and/or applications in optimization. Possible topics include stochastic programming, learning theory, cone programming, optimization of medical treatment, and network flows.",Prerequisites: vary with topics and/or instructor.,Fall term annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,TF,10:00AM,11:50AM,McDermott,,24,24,0,MGMT,2020-08-28,2020-12-21,FALL 2020,25590,1100,01,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,MR,2:00PM,3:50PM,Meyer,,24,18,6,MGMT,2020-08-28,2020-12-21,FALL 2020,27840,1100,02,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,MR,10:00AM,11:50AM,Ballinger,,24,18,6,MGMT,2020-08-28,2020-12-21,FALL 2020,25591,1100,03,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,TF,12:00PM,1:50PM,McDermott,,24,20,4,MGMT,2020-08-28,2020-12-21,FALL 2020,25592,1100,04,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,MR,8:00AM,9:50AM,Meyer,,24,6,18,MGMT,2020-08-28,2020-12-21,FALL 2020,27841,1100,05,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
INTRO TO MANAGEMENT,LEC,4,MR,12:00PM,1:50PM,Ballinger,,24,11,13,MGMT,2020-08-28,2020-12-21,FALL 2020,27925,1100,06,MGMT-1100,Introduction to Management,"This is a required first course for management majors and minors. In a case-based format, it emphasizes broad, basic principles of managerial functions and processes using an interdisciplinary approach to goal-oriented situations of private and public organizations.",,Fall and spring terms annually.,[],[]
MGMT PROFESSIONAL DEV I,LEC,2,W,8:00AM,9:50AM,Knowles/Schierenbe,,42,41,1,MGMT,2020-08-28,2020-12-21,FALL 2020,25871,1240,01,MGMT-1240,Management Professional Development 1,"The course is the first in a two-part series of Professional Development Workshops that teach practical skills to enhance business students' readiness to enter the professional world and achieve workplace success and a high degree of professionalism. The course emphasizes the following themes: personal values and self-awareness, leadership and followership, ethics, basic oral presentation skills.",,Fall term annually.,[],[]
MGMT PROFESSIONAL DEV I,LEC,2,T,2:00PM,3:50PM,Knowles/Schierenbe,,45,34,11,MGMT,2020-08-28,2020-12-21,FALL 2020,25872,1240,02,MGMT-1240,Management Professional Development 1,"The course is the first in a two-part series of Professional Development Workshops that teach practical skills to enhance business students' readiness to enter the professional world and achieve workplace success and a high degree of professionalism. The course emphasizes the following themes: personal values and self-awareness, leadership and followership, ethics, basic oral presentation skills.",,Fall term annually.,[],[]
BUSINESS LAW AND ETHICS,,4,TF,10:00AM,11:50AM,Gold,,40,15,25,MGMT,2020-08-28,2020-12-21,FALL 2020,25593,1260,01,MGMT-1260,Business Law and Ethics,"This course focuses on legal and ethical considerations in management. Topics include torts, contracts, criminal and property law, constitutional and administrative law, dispute resolution, business formation, and equal opportunity. Students will also develop an awareness of ethics in managerial decision making, including recognizing and analyzing ethical issues in the workplace, promoting ethical behavior in corporations, and recognizing social responsibilities of business.",,Fall and spring terms annually.,[],[]
BUSINESS LAW AND ETHICS,,4,TF,8:00AM,9:50AM,Gold,,30,7,23,MGMT,2020-08-28,2020-12-21,FALL 2020,28549,1260,02,MGMT-1260,Business Law and Ethics,"This course focuses on legal and ethical considerations in management. Topics include torts, contracts, criminal and property law, constitutional and administrative law, dispute resolution, business formation, and equal opportunity. Students will also develop an awareness of ethics in managerial decision making, including recognizing and analyzing ethical issues in the workplace, promoting ethical behavior in corporations, and recognizing social responsibilities of business.",,Fall and spring terms annually.,[],[]
STATISTICAL METHODS,LEC,4,MR,12:00PM,1:50PM,Manikonda,,40,40,0,MGMT,2020-08-28,2020-12-21,FALL 2020,25822,2100,01,MGMT-2100,Statistical Methods,"This course develops an understanding of concepts in business statistics and focuses on application of concepts in problem-solving situations. In particular, students learn to present and describe data, analyze probability distributions, make statistical inferences based on data samples, and develop models for prediction and forecasting.",Prerequisites: MATH 1500 and MATH 1520 or permission of instructor.,Fall and spring terms annually.,"['MATH-1500', 'MATH-1520']",[]
STATISTICAL METHODS,LEC,4,TF,2:00PM,3:50PM,Langer,,40,25,15,MGMT,2020-08-28,2020-12-21,FALL 2020,28621,2100,02,MGMT-2100,Statistical Methods,"This course develops an understanding of concepts in business statistics and focuses on application of concepts in problem-solving situations. In particular, students learn to present and describe data, analyze probability distributions, make statistical inferences based on data samples, and develop models for prediction and forecasting.",Prerequisites: MATH 1500 and MATH 1520 or permission of instructor.,Fall and spring terms annually.,"['MATH-1500', 'MATH-1520']",[]
FINANCIAL ACCOUNTING,LEC,4,MR,8:00AM,9:50AM,Wu,,38,26,12,MGMT,2020-08-28,2020-12-21,FALL 2020,27888,2300,01,MGMT-2300,Financial Accounting,"An introduction to the basic concepts and standards underlying financial accounting systems. Several important concepts will be studied in detail, including: revenue recognition, inventory, long-lived assets, long term liabilities, and equity. The course emphasizes the construction of the basic financial accounting statements - the income statement, balance sheet, and cash flow statement - as well as their interpretation.",MGMT 1100 Introduction to Management or instructor permission.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
FINANCIAL ACCOUNTING,LEC,4,TF,12:00PM,1:50PM,Mistry,,34,34,0,MGMT,2020-08-28,2020-12-21,FALL 2020,25594,2300,02,MGMT-2300,Financial Accounting,"An introduction to the basic concepts and standards underlying financial accounting systems. Several important concepts will be studied in detail, including: revenue recognition, inventory, long-lived assets, long term liabilities, and equity. The course emphasizes the construction of the basic financial accounting statements - the income statement, balance sheet, and cash flow statement - as well as their interpretation.",MGMT 1100 Introduction to Management or instructor permission.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
FINANCIAL ACCOUNTING,LEC,4,TF,10:00AM,11:50AM,Mistry,,38,36,2,MGMT,2020-08-28,2020-12-21,FALL 2020,25595,2300,03,MGMT-2300,Financial Accounting,"An introduction to the basic concepts and standards underlying financial accounting systems. Several important concepts will be studied in detail, including: revenue recognition, inventory, long-lived assets, long term liabilities, and equity. The course emphasizes the construction of the basic financial accounting statements - the income statement, balance sheet, and cash flow statement - as well as their interpretation.",MGMT 1100 Introduction to Management or instructor permission.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
MANAGERIAL FINANCE,,4,MR,10:00AM,11:50AM,Clark,,30,25,5,MGMT,2020-08-28,2020-12-21,FALL 2020,30128,2320,01,MGMT-2320,Managerial Finance,"An introduction to corporate financial analysis and decision making. This course covers the following topics: financial statement analysis, valuation principles, risk and return analysis, working capital management, capital budgeting, cost of capital, capital structure, and dividend policy.",Prerequisites:  MGMT 2300 Financial Accounting.,"Fall, spring, and summer terms annually.",['MGMT-2300'],[]
MANAGERIAL FINANCE,LEC,4,MR,8:00AM,9:50AM,Maharjan,,30,25,5,MGMT,2020-08-28,2020-12-21,FALL 2020,25898,2320,02,MGMT-2320,Managerial Finance,"An introduction to corporate financial analysis and decision making. This course covers the following topics: financial statement analysis, valuation principles, risk and return analysis, working capital management, capital budgeting, cost of capital, capital structure, and dividend policy.",Prerequisites:  MGMT 2300 Financial Accounting.,"Fall, spring, and summer terms annually.",['MGMT-2300'],[]
MARKETING PRINCIPLES,LEC,4,TF,12:00PM,1:50PM,Yu,,35,25,10,MGMT,2020-08-28,2020-12-21,FALL 2020,28042,2430,01,MGMT-2430,Marketing Principles,"This course provides students with an understanding of marketing principles and the role of the marketing discipline. The course is intended to help students learn the basic concepts and practices of marketing and to familiarize them with the terminology and techniques for properly framing and analyzing marketing problems. In addition to marketing concepts, processes, and strategy, issues such as the social consequences of marketing are discussed.",MGMT 1100.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
MARKETING PRINCIPLES,LEC,4,TF,10:00AM,11:50AM,Yu,,35,26,9,MGMT,2020-08-28,2020-12-21,FALL 2020,28043,2430,02,MGMT-2430,Marketing Principles,"This course provides students with an understanding of marketing principles and the role of the marketing discipline. The course is intended to help students learn the basic concepts and practices of marketing and to familiarize them with the terminology and techniques for properly framing and analyzing marketing problems. In addition to marketing concepts, processes, and strategy, issues such as the social consequences of marketing are discussed.",MGMT 1100.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
INTRO TO DATA MGMT & ANALYTICS,LEC,4,MR,2:00PM,3:50PM,McKinney,,40,7,33,MGMT,2020-08-28,2020-12-21,FALL 2020,26727,2510,01,MGMT-2510,Introduction to Data Management and Analytics,"An introduction to the fundamentals of data management and analysis with applications in business and information systems. Through hands-on exercises students will develop competencies in working with data through spreadsheets applications and relational databases. Topics include foundational concepts in information systems, spreadsheets, and basic data modeling and database design.",,Fall and spring terms annually.,[],[]
INTRO TO DATA MGMT & ANALYTICS,LEC,4,MR,10:00AM,11:50AM,McKinney,,40,14,26,MGMT,2020-08-28,2020-12-21,FALL 2020,26990,2510,02,MGMT-2510,Introduction to Data Management and Analytics,"An introduction to the fundamentals of data management and analysis with applications in business and information systems. Through hands-on exercises students will develop competencies in working with data through spreadsheets applications and relational databases. Topics include foundational concepts in information systems, spreadsheets, and basic data modeling and database design.",,Fall and spring terms annually.,[],[]
READINGS IN MGMT,,1-6,,,,Staff,,0,0,0,MGMT,2020-08-28,2020-12-21,FALL 2020,26794,2940,00,MGMT-2940,Studies in Management,"Student plans a course of selected topics in management theory or practice not listed in this catalog. The instructor who will supervise and grade the student must approve the plan. Lectures, discussions, conferences, or seminars may be used in conjunction with the independent study.",Prerequisite: permission of instructor.,Fall and spring terms annually.,[],[]
NETWORKS AND VALUE CREATION,LEC,4,T,3:00PM,5:50PM,Hekimoglu,,20,3,17,MGMT,2020-08-28,2020-12-21,FALL 2020,30130,4080,01,MGMT-4080,Networks and Value Creation,Increasingly the competitive landscape in many industries is shaped not only by individual firm competencies but more by those of the extended value networks that organizations are part of. The course focuses on how value networks for demand fulfillment can be designed and managed. Key concepts related to how inter-enterprise integration and value chain constellations can be deployed to effectively detect and fulfill customer needs in a cost-efficient manner. The course will also examine several sourcing strategies and their suitability and economics for different types of products and services.,Prerequisite: MGMT 4100 Quantitative Methods.,Spring terms annually.,['MGMT-4100'],[]
QUANTITATIVE METHODS FOR BUS,LEC,4,MR,10:00AM,11:50AM,Hekimoglu,,32,34,-2,MGMT,2020-08-28,2020-12-21,FALL 2020,26028,4100,01,MGMT-4100,Quantitative Methods for Business,"This course introduces the student to the business management of production and operations systems. The concepts are related to inventory control, forecasting, scheduling, man-powers, and facilities planning. Computer usage includes Excel and specialized packages.",MGMT 2100 Statistical Methods or equivalent.,Fall and spring terms annually.,['MGMT-2100'],['MGMT-2100']
OPERATIONS MANAGEMENT,LEC,4,TF,10:00AM,11:50AM,Frank,,35,33,2,MGMT,2020-08-28,2020-12-21,FALL 2020,25991,4110,01,MGMT-4110,Operations Management,"This course introduces the student to the operations function in services and manufacturing-oriented firms. Students develop an appreciation of the concepts, principles, and techniques used for decision making in the operations function. The course takes a managerial perspective. Students cannot receive credit for this course if they have already taken ISYE 2210.",,Fall and spring terms annually.,[],[]
OPERATIONS MANAGEMENT,,4,TF,12:00PM,1:50PM,Frank,,35,12,23,MGMT,2020-08-28,2020-12-21,FALL 2020,29529,4110,02,MGMT-4110,Operations Management,"This course introduces the student to the operations function in services and manufacturing-oriented firms. Students develop an appreciation of the concepts, principles, and techniques used for decision making in the operations function. The course takes a managerial perspective. Students cannot receive credit for this course if they have already taken ISYE 2210.",,Fall and spring terms annually.,[],[]
COMPUTER INFO SYSTEMS,LEC,4,TF,12:00PM,1:50PM,Langer,,30,26,4,MGMT,2020-08-28,2020-12-21,FALL 2020,25861,4140,02,MGMT-4140,Computer Information Systems,"This course provides the undergraduate management student with an introduction to the concept and components of computer-based ""management information systems"" (MIS) and their integration into organizational processes to gain competitive advantage. This course will examine approaches for developing and using information systems in support of business processes. Topics include: the impact of computer-based information systems on organizations; the basic technology components of modern information systems; the process by which information systems are created and changed; and selected management and technology issues.",,"Fall, spring, and summer terms anually.",[],[]
DATA RESOURCE MANAGEMENT,LEC,4,MR,2:00PM,3:20PM,Demertzogl,,30,20,10,MGMT,2020-08-28,2020-12-21,FALL 2020,28286,4170,01,MGMT-4170,Data Resource Management,"This is a hands-on course where students will learn a mix of theoretical and practical tools. Using these tools, they will solve a variety of supply chain problems, both analytically and numerically. Students will examine data and use this to understand supply, demand, and inventory levels using R to model many of these problems. The course will also review the data and assess its suitability for modelling. Time series, Markov chain, optimal control, linear programming, statistical analysis, and other mathematical tools will be used to reveal the data's secrets. The bottom line is these insights will be used to make recommendations to firms and other decision makers.Students will also look at qualitative problems through the examination and discussions of cases in class. Not everything can be distilled to a number and so a holistic view of business problems will be taken to make more strategic recommendations. Teams of students will then solve and present these case results.",MGMT 4100 and MGMT 4110.,Spring term annually.,"['MGMT-4100', 'MGMT-4110']","['MGMT-4100', 'MGMT-4110']"
INTRO TO MACHINE LEARNING APPS,LEC,4,MR,4:00PM,5:20PM,Kuruzovich,,55,0,55,MGMT,2020-08-28,2020-12-21,FALL 2020,30381,4190,01,MGMT-4190,Introduction to Machine Learning Applications,"The widespread proliferation of IT-influenced economic activity leaves behind a rich trail of micro-level data, enabling organizations to use analytics and experimentation in both strategy and operations. This course provides a hands-on introduction to the concepts, methods, and processes for machine learning from data, the foundation of artificial intelligence. Students will learn how to manipulate data and apply machine learning models to business context. Students will learn how to obtain data and draw business inferences from data by asking the right questions and using the appropriate tools.",,Fall term annually.,[],[]
SYSTEMS ANALYSIS & DESIGN,LEC,4,TF,2:00PM,3:50PM,Whitaker,,30,16,14,MGMT,2020-08-28,2020-12-21,FALL 2020,25862,4240,01,MGMT-4240,Systems Analysis and Design,"This course presents conceptual material on the analysis and design of business information systems. The focus is on understanding business information processing requirements and developing information systems solutions to meet these requirements. Key stages of the systems development life cycle including planning, analysis, and design are the focus of this course. Models and procedures for understanding and modeling an organization's existing and planned information systems are presented. Computer-aided software engineering tools are used to provide hands-on experience in designing information systems.",,Fall term annually.,[],[]
FINL TRADING AND INVESTING,,4,R,12:00PM,2:50PM,Shohfi,,15,9,6,MGMT,2020-08-28,2020-12-21,FALL 2020,30161,4310,01,MGMT-4310,Financial Trading and Investing,"This course introduces interactive trading in financial instruments. Students learn the principles of asset price discovery through real-time trading in a variety of markets, including equities, bonds, options, derivatives. Topics addressed include asset valuation, portfolio management, and risk management in the context of real-time trading of financial instruments. The course uses the facilities of the Lally School's Virtual Trading Room.",MGMT 2320 Managerial Finance.,Spring term annually.,['MGMT-2320'],['MGMT-2320']
INVESTMENTS I,LEC,4,MR,10:00AM,11:50AM,Shohfi,,31,18,13,MGMT,2020-08-28,2020-12-21,FALL 2020,25596,4320,01,MGMT-4320,Investments I,"Introduction to financial markets, financial instruments, and basic investment principles. The course provides students with an understanding of how to value securities, how to assess risk and return tradeoffs, how to make investment decisions, and how to measure investment performance. Topics include market microstructure and impact of technology on securities markets, principles of investment banking, valuation of stocks and bonds and hybrid instruments, portfolio theory, asset pricing models, bond portfolio management, and derivative securities.","MGMT 2300 Financial Accounting, MGMT 2320 Managerial Finance.",Fall and spring terms annually.,"['MGMT-2300', 'MGMT-2320']","['MGMT-2300', 'MGMT-2320']"
ADV CORPORATE FINANCE,LEC,4,MR,12:00PM,1:50PM,Maharjan,,30,13,17,MGMT,2020-08-28,2020-12-21,FALL 2020,27845,4340,01,MGMT-4340,Advanced Corporate Finance,"Advanced topics in financial theory and corporate policy as they are applied to the modern corporation. Emphasis in blending theory with application. Case studies are used to illustrate relevance of theoretical concepts. Topics include corporate financial decision making under uncertainty, financial forecasting, application of option pricing principles to capital budgeting decision making, mergers and acquisitions, leveraged buyouts and takeovers, leasing, financial engineering.",MGMT 2320 Managerial Finance.,Fall term annually.,['MGMT-2320'],['MGMT-2320']
CONSUMER BEHAVIOR AND PROD DSN,LEC,4,MR,10:00AM,11:20AM,Jain,,20,12,8,MGMT,2020-08-28,2020-12-21,FALL 2020,28343,4460,01,MGMT-4460,Consumer Behavior and Product Design,"This course introduces the motivations and related factors that shape consumers' purchasing decisions. Also considered is the consumer perceptual process and how it affects purchasing behavior and consumer reaction to product designs. The relationship between perception and product design is extended to topics such as design for understanding, universal product design, aesthetics, and industrial design.",MGMT 2430 Marketing Principles.,Fall term annually.,['MGMT-2430'],['MGMT-2430']
MARKETING RESEARCH,LEC,4,MR,12:00PM,1:20PM,Jain,,30,15,15,MGMT,2020-08-28,2020-12-21,FALL 2020,27724,4470,01,MGMT-4470,Marketing Research,"A course on identifying and solving marketing problems through the systematic gathering and analysis of market information. Course focuses on careful definition of marketing problems, specification of information needs, sampling theory, research design, statistical methods, and marketing management implications. A major project involving marketing research for an off-campus ""client"" is a key part of the final grade.",MGMT 2430.,Fall term annually.,['MGMT-2430'],['MGMT-2430']
"INVENTION, INNOV & ENTREPREN",LEC,4,TF,2:00PM,3:20PM,Zhao,,13,13,0,MGMT,2020-08-28,2020-12-21,FALL 2020,25863,4510,01,MGMT-4510,"Invention, Innovation, and Entrepreneurship","This course focuses on three key goals: providing increased insight into the cognitive foundations of entrepreneurship, offering practice in applying creative thinking to the task of formulating ideas for new products or services, and presenting basic information about the organizational process of commercializing such innovations. These goals will be achieved through a combination of assigned readings, in-class exercises, and individual and team projects. In addition, the course will include contributions from guest speakers who will share with the class their own experiences and expertise.",,Fall term annually.,[],[]
ORG BEHAVIOR IN HIGH PERF ORG,LEC,4,TF,12:00PM,1:50PM,Zhao,,30,23,7,MGMT,2020-08-28,2020-12-21,FALL 2020,25597,4850,01,MGMT-4850,Organizational Behavior in High Performance Organizations,"This course provides an overview of basic processes in human behavior that influence the effectiveness of individuals, groups and organizations. Its focus is on understanding what happens during interpersonal interactions in work situations, and what can be done to make employees more effective. Topics covered include organizational socialization, motivation, decision-making, team dynamics, virtual teams, influence, and conflict management. Numerous exercises and case analyses are used in class to help provide students with insights into these processes.",MGMT 1100 Introduction to Management or permission of the instructor.,"Fall, spring, and summer terms annually.",['MGMT-1100'],['MGMT-1100']
HR IN HIGH PERFORMANCE ORGS,LEC,4,MR,12:00PM,1:50PM,Golden,,30,25,5,MGMT,2020-08-28,2020-12-21,FALL 2020,25598,4860,01,MGMT-4860,Human Resources in High Performance Organizations,"This course provides an overview of human resources principles and practices in business organizations. Students are given tools for understanding how people are managed on a day-to-day basis. Topics include: the recruiting and hiring process; self, peer, and managerial evaluations; training and development; and legal issues related to the work setting and the job-search process. Students come away with an understanding of the difficulties and challenges associated with workforce management. This course utilizes a combination of lecture, discussion, and experiential exercises.",MGMT 1100 Introduction to Management or permission of the instructor.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
HR IN HIGH PERFORMANCE ORGS,LEC,4,MR,2:00PM,3:50PM,Golden,,30,14,16,MGMT,2020-08-28,2020-12-21,FALL 2020,25599,4860,02,MGMT-4860,Human Resources in High Performance Organizations,"This course provides an overview of human resources principles and practices in business organizations. Students are given tools for understanding how people are managed on a day-to-day basis. Topics include: the recruiting and hiring process; self, peer, and managerial evaluations; training and development; and legal issues related to the work setting and the job-search process. Students come away with an understanding of the difficulties and challenges associated with workforce management. This course utilizes a combination of lecture, discussion, and experiential exercises.",MGMT 1100 Introduction to Management or permission of the instructor.,Fall and spring terms annually.,['MGMT-1100'],['MGMT-1100']
STRATEGY AND POLICY,LEC,4,TF,12:00PM,1:50PM,Chari,,30,24,6,MGMT,2020-08-28,2020-12-21,FALL 2020,25600,4870,01,MGMT-4870,Strategy and Policy,This is a course that integrates the functional fields of management. The first part of the course focuses on the tools and discipline commonly used in strategy formulation. The second part focuses on the implementation of strategy in a variety of contexts.,"MGMT 2300 Accounting for Decision Making, MGMT 2320 Managerial Finance, MGMT 2430 Marketing Principles, and MGMT 4110 Operations Management.",Fall and spring terms annually.,"['MGMT-2300', 'MGMT-2320', 'MGMT-2430', 'MGMT-4110']","['MGMT-2300', 'MGMT-2320', 'MGMT-2430', 'MGMT-4110']"
STRATEGY AND POLICY,LEC,4,TF,2:00PM,3:50PM,Chari,,30,12,18,MGMT,2020-08-28,2020-12-21,FALL 2020,27905,4870,02,MGMT-4870,Strategy and Policy,This is a course that integrates the functional fields of management. The first part of the course focuses on the tools and discipline commonly used in strategy formulation. The second part focuses on the implementation of strategy in a variety of contexts.,"MGMT 2300 Accounting for Decision Making, MGMT 2320 Managerial Finance, MGMT 2430 Marketing Principles, and MGMT 4110 Operations Management.",Fall and spring terms annually.,"['MGMT-2300', 'MGMT-2320', 'MGMT-2430', 'MGMT-4110']","['MGMT-2300', 'MGMT-2320', 'MGMT-2430', 'MGMT-4110']"
PRACTICUM IN MANAGEMENT,LEC,1-4,,,,Staff,,0,0,0,MGMT,2020-08-28,2020-12-21,FALL 2020,28096,4900,01,MGMT-4900,Practicum in Management,"A problem-solving experience in a business enterprise or public organization in which the student works individually or in a team project. Prior to the start of the internship a list of the learning objectives for this internship will be provided by the student to the faculty mentor. Upon completion of the internship, a written report of the outcomes of the internship and a detailed description of how the learning objectives were met will be provided by the student to the faculty mentor.",,,[],[]
STUDIES IN MANAGEMENT,,1-12,,,,Staff,,0,0,0,MGMT,2020-08-28,2020-12-21,FALL 2020,26795,4940,00,MGMT-4940,Studies in Management,,,,[],[]
"ENGINEERING, SCIENCE & MGMT",LEC,0,W,11:00AM,11:50AM,McDermott,,50,0,50,MGMT,2020-08-28,2020-12-21,FALL 2020,28894,4961,01,MGMT-4961,,,,,,
DATA ANALYTICS,LEC,3,TF,10:00AM,11:50AM,Munasinghe,,10,5,5,MGMT,2020-08-28,2020-12-21,FALL 2020,29702,4962,01,MGMT-4962,,,,,,
BUSINESS UNDERGRAD INTERNSHIP,LEC,0,,,,Meyer,,30,0,30,MGMT,2020-08-28,2020-12-21,FALL 2020,29768,4963,01,MGMT-4963,,,,,,
FINANCIAL MANAGEMENT I,LEC,3,R,6:00PM,8:50PM,Clark,,52,16,36,MGMT,2020-08-28,2020-12-21,FALL 2020,27197,6020,01,MGMT-6020,Financial Management I,"The purpose of this course is to develop a working understanding of the major investment and financial decisions of the firm. Emphasis will be placed upon identifying and solving the problems commonly faced by financial managers. The course presents the needed theory and develops financial problem solving skills through individualized problem solving, structured case analysis, and industry and company analysis using Internet sources.",,Fall and spring terms annually.,[],[]
TALENT MANAGEMENT,LEC,3,T,2:00PM,4:50PM,Begley,,50,19,31,MGMT,2020-08-28,2020-12-21,FALL 2020,26525,6040,01,MGMT-6040,Talent Management,"This course is designed to develop skills in understanding human behavior in organizations and how to effectively manage the talent that resides within employees. Students will learn about essential aspects of managing and developing talent, including individual differences, employee hiring, motivation, team dynamics, leadership, and influencing others. Through a discussion of concepts in human behavior students will learn useful analytical frameworks for understanding the complexities of managing talent in order to best achieve organizational success.",,Fall term annually.,[],[]
BUSINESS IMPL. OF EMERG. TECH,LEC,3,F,10:00AM,12:50PM,Kumar,,36,19,17,MGMT,2020-08-28,2020-12-21,FALL 2020,26052,6060,01,MGMT-6060,Business Implications of Emerging Technologies,"This course investigates the business dimensions of major technological advances, highlighting how industry structures an organization, the dynamics of competition, patterns of innovation, operational decisions, and financial investment are all influenced by various types of technical breakthrough. Students also get to explore the interplay between emerging technology development and commercialization. The challenges associated with intellectual property protection and utilization, as well as the socio-economic and ethical dimensions of new technology adoption, are explored. Each year, a different set of key technologies will be examined and analyzed.",,Fall term annually.,[],[]
"NETW, INNOV & VALUE CREATION I",LEC,3,T,3:00PM,5:50PM,Hekimoglu,,20,14,6,MGMT,2020-08-28,2020-12-21,FALL 2020,28539,6080,01,MGMT-6080,Networks and Value Creation,"This course considers the evolving new models of value creation and business growth being introduced across different industries and examines such critical issues as product and process technology strategy, operational innovation, IT strategies and infrastructures, networks and organization, and finance. Utilizing a series of case studies from across a range of industry networks, students will have a chance to learn how companies can participate in such networks and what unique business resources and capabilities they can employ to enhance their probability of commercial success.",,Fall term annually.,[],[]
